Words,Tags
preserved,VBN
stimulators,NNS
retrieve,VB
limb,NN
seizures,NNS
epileptics,NNS
besides,IN
puppet,NN
jerked,VBN
invisible,JJ
Sam,NNP
Bridgers,NNP
Cadwell,NNP
Kennewick,NNP
Novametrix,NNP
Wallingford,NNP
"12,500",CD
inexpensive,JJ
legs,NNS
non-brain,JJ
probes,NNS
Currier,NNP
conjunction,NN
muscle,NN
contractions,NNS
wasting,NN
thigh,NN
knee,NN
Purdue,NNP
W.A.,NNP
Tacker,NNP
magnetically,RB
cardiac,JJ
someday,RB
pacemakers,NNS
restarters,NNS
hearts,NNS
whacker,NN
possibilities,NNS
Probing,VBG
reorganizes,VBZ
amputation,NN
reveal,VB
regroup,VB
rehabilitation,NN
exploring,VBG
flash,VBP
Between,IN
jolted,VBD
stimulator,NN
jolt,NN
timed,VBN
stimulus,NN
exclaims,VBZ
SUNY,NNP
Maccabee,NNP
Trying,VBG
theories,NNS
incoming,JJ
jeopardize,VB
Magnet,NNP
potent,JJ
summon,VB
forth,RB
half-forgotten,JJ
neurologists,NNS
Alamos,NNP
collaborate,VB
high-temperature,JJ
Joint-research,JJ
proliferated,VBN
commercializing,VBG
consortia,NN
bolsters,VBZ
Ridge,NNP
Argonne,NNP
Palo,NNP
Alto,NNP
laboratory,NN
laboratories,NNS
foster,JJ
industry-government,JJ
PENNEY,NNP
receivables,NN
9.19,CD
Aaa,JJ
thereafter,RB
Receivables,NNPS
trustee,NN
Battle-tested,JJ
countrymen,NNS
boatload,NN
warriors,NNS
blown,VBN
ashore,RB
375,CD
Kimihide,NNP
Takimura,NNP
Kensetsu,NNP
dizzying,JJ
shoddy,JJ
after-hours,JJ
karaoke,FW
revelers,NNS
sing,VB
musicians,NNS
Sanyo,NNP
Matsushita,NNP
Components,NNP
Baja,NNP
Ernesto,NNP
Ruffo,NNP
perfect,JJ
separated,JJ
wider,JJR
ocean,NN
Mexicans,NNPS
vaunted,JJ
methodical,JJ
Gortari,NNP
admires,VBZ
discipline,NN
finagled,VBN
urgently,RB
unpopular,JJ
Revolutionary,NNP
PRI,NNP
consume,VBP
inflows,NNS
Kazushige,NNP
Suzuki,NNP
director-general,NN
External,NNP
fruit,NN
ripe,JJ
Pressed,VBN
Ryukichi,NNP
Imai,NNP
presumption,NN
gate,NN
unfamiliarity,NN
appreciate,VB
policymaker,NN
breakthrough,NN
petrochemicals,NNS
stems,VBZ
congress,NN
leftist,JJ
jury-rigged,VBD
trusts,NNS
once-closed,JJ
artful,JJ
semantics,NNS
redefining,VBG
non-strategic,JJ
domain,NN
certainty,NN
bosses,NNS
Yasuo,NNP
Nakamura,NNP
beachfront,JJ
grandson,NN
naturalized,JJ
catching,VBG
maquiladoras,FW
governor-elect,NN
Action,NNP
succesful,JJ
heartened,VBN
pledge,NN
frets,VBZ
protectionism,NN
Shaken,VBN
tumbling,VBG
pessimistic,JJ
toned,VBN
assessments,NNS
near-term,JJ
mildly,RB
Half,NN
trending,VBG
1.8340,CD
141.90,CD
1.8690,CD
139.75,CD
1.5820,CD
142.95,CD
midmorning,NN
142.80,CD
142.15,CD
1.8200,CD
141.33,CD
142,CD
bullish,JJ
1.9000,CD
bears,VBZ
1.7600,CD
Owen,NNP
Kleinwort,NNP
Benson,NNP
narrowing,NN
Interstate,NNP
influences,VBZ
draining,VBG
half-point,JJ
Bolstering,VBG
marked,VBD
tumble,NN
differentials,NNS
Lombard,NNP
Bundesbank,NNP
widening,NN
10.77,CD
8.24,CD
relaxed,VBN
knocking,VBG
predictions,NNS
Seven,CD
G-7,NNP
astray,RB
Tomoshige,NNP
Kakita,NNP
treasury,NN
damping,VBG
regain,VB
dollar-yen,JJ
Jens-Uwe,NNP
1.88,CD
contended,VBD
Zapfel,NNP
1.80,CD
dash,NN
1.87,CD
Julius,NNP
Baer,NNP
description,NN
bear,VB
skid,VB
culmination,NN
gloomier,JJR
nose-dive,NN
chancellor,NN
3.10,CD
374.70,CD
373.80,CD
Hastings,NNP
Erik,NNP
Kirschbaum,NNP
Caitlin,NNP
Randall,NNP
Appell,NNP
repeal,NN
Helmut,NNP
Haussmann,NNP
securities-turnover,JJ
tends,VBZ
taxed,VBN
545.3,CD
levy,NN
budgetary,JJ
repealed,VBN
abolition,NN
center-right,JJ
coalition,NN
take-it-or-leave,JJ
sub-minimum,JJ
teen-age,JJ
compromises,NNS
stray,VB
Edelson,NNP
lavishly,RB
entertained,VBN
straighten,VB
mess,NN
forward-rate,JJ
second-quarter,JJ
envision,VBP
incidents,NNS
echo,VBP
restated,VBN
monitoring,VBG
custom-tailored,JJ
interestrate,NN
contrarian,JJ
Started,VBN
mushroomed,VBD
importantly,RB
2-to-1,JJ
lopsided,JJ
vulnerable,JJ
assumptions,NNS
methodologies,NNS
Wathen,NNP
treasure-trove,NN
Pinkerton,NNP
poster,NN
Arrest,NN
Robbers,NNS
Jesse,NNP
inscription,NN
Never,RB
Sleep,VBP
Allan,NNP
1850,CD
emblematic,JJ
encountered,VBD
detective,NN
ever-optimistic,JJ
brand-name,JJ
shortcut,NN
unforeseen,JJ
rats,NNS
60-year-old,JJ
mom-and-pop,JJ
patrol,NN
1963,CD
netting,VBG
Summer,NNPS
Olympics,NNPS
divestiture,NN
relished,VBD
demonstrate,VB
LBO,NNP
hitches,NNS
proceeded,VBD
blindly,RB
diligence,NN
receivable,NN
low-price,JJ
egregiously,RB
overstaffed,JJ
410,CD
divesting,VBG
unprofitable,JJ
2%-3,JJ
Greif,NNP
Sutro,NNP
hack,VB
"2,500-person",JJ
adminstrative,JJ
nondescript,JJ
two-story,JJ
75-cents-an-hour,NNS
rid,JJ
low-margin,JJ
boasts,VBZ
82,CD
refinance,VB
fracas,NN
alleges,VBZ
misrepresented,VBD
controversies,NNS
concerning,VBG
memorabilia,NNS
forked,VBN
Brand,NN
artifact,NN
bargained,VBD
undercover,JJ
glamorous,JJ
Author,NN
Dashiell,NNP
Hammett,NNP
Maltese,JJ
Falcon,NNP
14.50,CD
Commercial,NNP
vegetables,NNS
lettuce,NN
tomatoes,NNS
oranges,NNS
fruits,NNS
Broiler,NN
turkey,NN
64.2,CD
Hogs,NNS
3.40,CD
46.80,CD
hundredweight,NN
67.40,CD
calves,NNS
90.20,CD
Soybeans,NNS
5.28,CD
2.20,CD
long-awaited,JJ
repel,VB
Together,RB
Describing,VBG
ferries,NNS
ferry,NN
mid-June,NNP
50-a-share,JJ
mid-August,NNP
Kirchberger,NNP
method,NN
Stena-Tiphook,NNP
Carstens,NNP
Tucker,NNP
R.L.,NNP
proceed,VB
lifts,NNS
modifies,VBZ
restraining,VBG
stories,NNS
well-heeled,JJ
tighten,VB
subsidies,NNS
affluent,JJ
deficit-ridden,JJ
enlarge,VB
pot,NN
FHA,NNP
insure,VB
high-cost,JJ
"101,250",CD
persuaded,VBD
"124,875",CD
well-to-do,JJ
deepening,VBG
sour,JJ
idle,JJ
defaults,NNS
starter,JJ
Cranston,NNP
FHA-insured,JJ
ensuring,VBG
ink,NN
Experience,NN
housing-loan,NN
purchaser,NN
busted,JJ
166,CD
Kemp,NNP
toying,VBG
Cranston-Mitchell,NNP
tar,NN
empower,VBP
Members,NNS
cynically,RB
discrediting,NN
shove,VB
Exhibit,NN
competitively,RB
lies,VBZ
Lantos,NNP
forget,VB
Pierce,NNP
pork-barrel,JJ
reformed,VBN
self-reform,NN
hemorrhaging,VBG
sausage-grinder,NN
solving,VBG
Gillette,NNP
toiletries,NNS
Twins,NNP
Pharmaceuticals,NNP
Anglo,NNP
downsized,VBN
halves,VBZ
luxuries,NNS
338-44,RB
Tass,NNP
429.9,CD
rubles,NNS
693.4,CD
489.9,CD
790.2,CD
ruble,NN
193,CD
70.9,CD
114.3,CD
77.3,CD
Terror,NN
sequester,NN
Detached,VBN
thoughts,NNS
frustration,NN
fury,NN
pros,NNS
cons,NNS
Zarett,NNP
Daffynition,NN
Rodeo,NN
applause,NN
broncs,NNS
Alisky,NNP
Ocean,NNP
Drilling,NNP
Exploration,NNP
contract-drilling,NN
50.9,CD
diving,JJ
61%-owned,JJ
Arkansas,NNP
46.9,CD
91,CD
68.5,CD
overhaul,NN
Seidman,NNP
free-market,JJ
re-examine,VB
government-sponsored,JJ
Puccini,NNP
pocketbook,NN
Agreement,NNP
rush,NN
radical,JJ
champion,NN
revision,NN
senators,NNS
cost-containment,JJ
11.1,CD
GNP,NNP
eroding,VBG
sapping,VBG
Maher,NNP
health-and-benefits,JJ
deductibles,NNS
co-payments,NNS
deflect,VB
surging,VBG
contentious,JJ
strikes,NNS
Pittston,NNP
Nynex,NNP
cynical,JJ
Schramm,NNP
capitalists,NNS
socialize,VB
false,JJ
revamping,VBG
dismantle,VB
Catastrophic,NNP
W.Va,NNP
quadrennial,JJ
Medicare,NNP
Medicaid,NNP
magic,JJ
bullet,NN
Sharon,NNP
Canner,NNP
NAM,NNP
revamp,VB
availability,NN
embraces,VBZ
effectiveness,NN
treatments,NNS
medical-practice,NN
guidelines,NNS
Limiting,VBG
redefine,VB
trade-offs,NNS
conceptions,NNS
health-expenditure,JJ
ceilings,NNS
federation,NN
Stelco,NNP
Toronto-area,JJ
fastener,NN
leased,VBN
Brantford,NNP
nuts,NNS
bolts,NNS
closures,NNS
employ,VB
"350,000-square-foot",JJ
24.5,CD
20.9,CD
Deseret,NNP
Bancorp.,NNP
0.55,CD
12.3,CD
Pleasant,NNP
Grove,NNP
10.7,CD
Salt,NNP
City-based,JJ
reception,NN
Laidig,NNP
58-a-share,JJ
hopeful,JJ
62.875,CD
20.125,CD
6.3,CD
50.875,CD
paper-company,NN
Camp,NNP
Paperboard,NNP
unwritten,JJ
taboo,NN
Consolidation,NN
landscape,NN
Palmero,NNP
Oppenheimer,NNP
Added,VBD
Based,VBN
9.51,CD
Weyerhaeuser,NNP
9.53,CD
3.59,CD
presents,VBZ
dive,NN
strengthening,VBG
containerboard,NN
boxes,NNS
exported,VBN
Rod,NNP
Resource,NNP
Bedford,NNP
subtracted,VBN
higher-cost,JJ
dilute,VB
stock-repurchase,JJ
"349,900",CD
precarious,JJ
debt-financed,JJ
Wachtel,NNP
Lipton,NNP
Rosen,NNP
Katz,NNP
Wasserstein,NNP
Perella,NNP
Shearman,NNP
staggered,JJ
barring,VBG
rescind,VB
counterbidders,NNS
MacMillan,NNP
Bloedel,NNP
pencil,NN
rallied,VBD
37.75,CD
27.875,CD
38.75,CD
62.25,CD
Bowater,NNP
27.50,CD
flurry,NN
capacity-expansion,JJ
attractiveness,NN
consolidation,NN
Devario,NNP
Schneider,NNP
Duff,NNP
Phelps,NNP
Rodgers,NNP
hindering,VBG
quicker,JJR
most-recent,JJ
Lyphomed,NNP
Rosemont,NNP
Medco,NNP
beats,VBZ
paroxysmal,JJ
supraventricular,JJ
tachycardia,NN
dizziness,NN
typical,JJ
adenocard,NN
soar,VB
Wage,NN
curl,VB
Audrey,NNP
Freedman,NNP
underscored,VBD
severity,NN
spurted,VBN
13.7,CD
leaped,VBD
nonunion,JJ
variations,NNS
DeSoto,NNP
Plaines,NNP
coatings,NNS
flexible,JJ
adhesives,NNS
resin,NN
refocused,VBN
StatesWest,NNP
Mesa,NNP
Farmington,NNP
abandoning,VBG
pursuit,NN
7.25,CD
Nevada,NNP
Wyoming,NNP
shiny,JJ
2645.08,CD
trepidation,NN
foremost,RB
Chicago-area,JJ
bond-price,JJ
depress,VB
bolstering,VBG
laboring,VBG
"1,111",CD
Bouygues,NNP
consolidated,JJ
30.2,CD
22.61,CD
18.69,CD
indicative,JJ
519,CD
56.9,CD
QVC,NNP
Network,NNP
CVN,NNP
423,CD
one-eighth,NN
Shopping,NNP
video,NN
92.2,CD
6.98,CD
67,CD
comply,VB
tangible,JJ
ratio,NN
242,CD
commencing,VBG
namesake,NN
patriotic,JJ
celebration,NN
200th,JJ
anniversary,NN
Rights,NNP
anti-smoking,JJ
wrapping,VBG
cornerstone,NN
12.9,CD
Kraft,NNP
roots,NNS
Marlboro,NNP
Jell-O,NNP
Cheez,NNP
Whiz,NNP
blanket,NN
shelves,NNS
prime-time,JJ
airwaves,NNS
broadest,JJS
sponsorship,NN
Tucson,NNP
Topeka,NNP
Guy,NNP
trumpets,VBZ
themes,NNS
free-choice,JJ
innocence,NN
portraying,VBG
killer,NN
Pertschuk,NNP
tobacco-industry,NN
Medellin,NNP
mafia,NN
Founding,VBG
Fathers,NNS
dovetails,VBZ
invoking,VBG
protector,NN
Luther,NNP
King,NNP
slain,VBN
unmistakable,JJ
clever,JJ
subliminal,JJ
Smokers,NNS
Ries,NNP
Trout,NNP
wagons,NNS
Winger,NNP
Consulting,NNP
drape,VB
RJR,NNP
Nabisco,NNP
80-second,JJ
videotapes,NNS
touting,VBG
Carltons,NNPS
yanked,VBD
tube,NN
puff,NN
lighting,NN
legitimacy,NN
doldrums,NNS
4.26,CD
0.94,CD
455.63,CD
"1,120",CD
806,CD
7.08,CD
445.23,CD
447.76,CD
475.35,CD
8.68,CD
730.37,CD
"94,425,000",CD
71.7,CD
forefront,NN
Microsoft,NNP
81,CD
Oracle,NNP
phenomenon,NN
bore,VBD
Robin,NNP
Ladenburg,NNP
Thalmann,NNP
Lanyi,NNP
dominate,VB
market-weighted,JJ
rallies,NNS
unlisted,JJ
dips,NNS
pummeled,VBN
gluts,NNS
matures,VBZ
slows,VBZ
6.24,CD
18.35,CD
year-to-date,JJ
halved,VBN
outperform,VB
churn,VBP
faults,NNS
Hambrecht,NNP
Quist,NNP
appreciated,VBN
10.59,CD
subset,NN
17.97,CD
0.17,CD
432.78,CD
interest-rate-sensitive,JJ
stalled,VBN
sensitives,NNS
scour,VB
index-arbitrage-related,JJ
in-house,JJ
most-active,JJ
suitor,NN
impediment,NN
Gen-Probe,NNP
Chugai,NNP
Pharmaceutical,NNP
Priam,NNP
5\/32,CD
3\/32,CD
toted,VBN
multiyear,JJ
Stuart-James,NNP
delaying,VBG
849,CD
outcome,NN
low-income,JJ
heighborhoods,NNS
Dycom,NNP
Ansco,NNP
Willamette,NNP
sessions,NNS
prohibition,NN
lingering,VBG
Faced,VBN
96,CD
394-21,JJ
prescribed,VBN
incorporates,VBZ
far-reaching,JJ
73.8,CD
refinancing,NN
high-interest,JJ
subsidized,VBN
home-ownership,NN
lower-income,JJ
disruptions,NNS
forge,VB
Aeronautics,NNP
Space,NNP
12.4,CD
satellite,NN
NASA,NNP
CRAF-Cassini,NNP
Voyager,NNP
7.7,CD
551,CD
sleight,NN
room,NN
disorder,NN
legerdemain,NN
Frenzel,NNP
30.7,CD
Byrd,NNP
Sante,NNP
GP,NNP
Chardon,NNP
Neb.,NNP
17.25,CD
jealousy,NN
confusion,NN
absence,NN
authorization,NN
53-45,JJ
Claiborne,NNP
Pell,NNP
R.I,NNP
Coda,NNP
consolidate,VB
repurchase,NN
D,NNP
net-profits,JJ
Ted,NNP
Eubank,NNP
dedicated,VBN
843,CD
F-16,NNP
Loral,NNP
54.9,CD
F-15,NNP
trainer,NN
31.2,CD
Directed,NNP
28.3,CD
Projects,NNPS
propulsion,NN
Propper,NNP
Logistics,NNP
camouflage,NN
trousers,NNS
rosy,JJ
scenarios,NNS
Bear,NNP
Stearns,NNP
Throw,VB
presumed,VBN
Zell,NNP
contemplating,VBG
poorer,JJR
imputed,JJ
22.70,CD
intangible,JJ
CNW,NNP
spin,VB
Krebs,NNP
reverses,VBZ
realty,NN
recalculating,VBG
belief,NN
Lidgerwood,NNP
classifies,VBZ
Quoting,VBG
unappealing,JJ
zoning,NN
O&Y,NNP
imperiled,VBN
earthquakes,NNS
fetch,VB
ransom,NN
maximizing,VBG
SFX,NNP
3.14,CD
46.5,CD
4.11,CD
"344,354",CD
157.4,CD
Orkem,NNP
state-controlled,JJ
470,CD
7.43,CD
59.2,CD
Coates,NNP
53.2,CD
Coatings,NNP
computer-servicing,JJ
27.5,CD
Marks,NNP
Spencer,NNP
208.7,CD
330.1,CD
185.5,CD
135.2,CD
225.7,CD
199.8,CD
278,CD
Operating,NN
examiners,NNS
Lincoln,NNP
regulator,NN
whitewash,NN
deputies,NNS
Danny,NNP
riveting,JJ
shredded,JJ
Panamanian,JJ
funneled,VBN
complacent,JJ
Investigation,NNP
solicited,VBN
examiner,NN
Barabolak,NNP
pyramiding,VBG
luxurious,JJ
Meek,NNP
Keating,NNP
allege,VBP
Newsom,NNP
smells,VBZ
sampled,VBN
meat,NN
suspicious,JJ
Bickwit,NNP
coverup,NN
Gonzalez,NNP
flay,VB
Kevin,NNP
O'Connell,NNP
Smuzynski,NNP
receivership,NN
Stelzer,NNP
uninterested,JJ
fraudulent,JJ
Riley,NNP
oddly,RB
Document,NNP
Destruction,NNP
donated,VBN
recycling,NN
depositors,NNS
aroused,VBN
Bahamas,NNPS
Panama-based,JJ
Southbrook,NNP
erosion,NN
discounted,VBN
520,CD
Second-tier,JJ
electrogalvanized,JJ
tin,NN
price-increase,NN
footing,NN
Dallas-based,JJ
modernize,VB
Whirlpool,NNP
reverse,VB
stocking,VBG
Steelmakers,NNS
base-price,NN
hot-dipped,JJ
13.71,CD
assurances,NNS
13-week,JJ
26-week,JJ
Tenders,NNS
televised,VBN
home-shopping,NN
Shop,NNP
Channel,NNP
Telaction,NNP
LUTHER,NNP
BURBANK,NNP
CROSS-BRED,VBD
PLANTS,NNS
Idaho,NNP
potato,NN
Bioengineers,NNS
duplicate,VB
scientifically,RB
commercially,RB
unlocked,VBD
helix,NN
deoxyribonucleic,JJ
Twenty,CD
Cohen,NNP
Boyer,NNP
transplanting,VBG
toad,NN
bacteria,NNS
reproduced,VBD
Swanson,NNP
M.I.T.-trained,JJ
chemist-turned-entrepreneur,NN
injection,NN
Genentech,NNP
gene-splicing,NN
somatostatin,NN
cloned,VBN
insulin,NN
diabetics,NNS
"116,000",CD
snags,NNS
applying,VBG
Patent,NNP
Gene-splicing,NN
integral,JJ
335,CD
Lyonnais,NNP
"43,000",CD
Cie.,NNP
Mixte,NNP
Societe,NNP
Bourses,NNP
Francaises,NNP
Framatome,NNP
"160,000",CD
Cie,NNP
Financiere,NNP
"1,850",CD
297,CD
Unocal,NNP
Petroleos,NNP
refining,NN
Uno-Ven,NNP
revolving,JJ
underwritten,VBN
"153,000",CD
barrel-a-day,JJ
Lemont,NNP
terminals,NNS
lubricating-oil,NN
blending,VBG
131,CD
company-owned,JJ
"3,300",CD
"135,000",CD
63.25,CD
445.7,CD
31.18,CD
9.34,CD
16.38,CD
5.05,CD
35.38,CD
1.011,CD
787.02,CD
brisk,JJ
3.50,CD
stumbling,VBG
streamlining,VBG
accompanying,VBG
deficit-cutting,JJ
catastrophic-illness,NN
employee-benefit,JJ
popularity,NN
dissuade,VB
child-care,JJ
weary,JJ
Pushing,VBG
12:01,CD
3.12,CD
Rostenkowski,NNP
2.14,CD
Sept,NNP
corresponding,JJ
discontinuation,NN
write-offs,NNS
non-recurring,JJ
principally,RB
pre-publication,JJ
assisting,VBG
Levin,NNP
Times-Mirror,NNP
21.4,CD
deal-making,NN
"176,100,000",CD
448,CD
averages,NNS
340.36,CD
4.70,CD
318.79,CD
surface,NN
Nearly,RB
psychological,JJ
renews,VBZ
Argus,NNP
cease,VB
instability,NN
manipulated,VBN
Dudley,NNP
Eppel,NNP
arbitrage-related,JJ
sporadically,RB
Within,IN
Stone,NNP
Container,NNP
Temple-Inland,NNP
Forest-products,NNS
Boise,NNP
Cascade,NNP
Pfizer,NNP
Schering-Plough,NNP
Eminase,NNP
Chevron,NNP
accumulating,VBG
preferred-stock,JJ
common-stock,JJ
ERC,NNP
definitively,RB
Ogden,NNP
82.5,CD
reorganize,VB
drilling,NN
1.71,CD
370.58,CD
"11,820,000",CD
Holly,NNP
earnigs,NNS
Cilcorp,NNP
analytical,JJ
Southport,NNP
"390,000",CD
BUSH,NNP
GORBACHEV,NNP
WILL,MD
HOLD,VB
army,NN
blockade,NN
occupied,VBN
42-day,JJ
seizing,VBG
crush,NN
boycott,NN
confiscated,VBN
unpaid,JJ
legalizing,VBG
Forum,NNP
staged,VBD
Nicaragua,NNP
condemn,VB
cancel,VB
Managua,NNP
gripped,VBD
Afghanistan,NNP
guerrilla,NN
Salang,NNP
Kabul,NNP
strongholds,NNS
convoy,NN
Ozal,NNP
civilian,JJ
1960,CD
Ankara,NNP
boycotted,VBN
Kenan,NNP
Evren,NNP
right-wing,JJ
Conservatives,NNS
dissent,NN
whites,NNS
outskirts,NNS
Soweto,NNP
possessing,VBG
hall,NN
wrecked,VBD
10-year-old,JJ
Socialists,NNPS
Nov,NNP
asylum,NN
Vietnamese,JJ
lashing,VBG
rudder,NN
tanker,NN
monsoon,NN
seas,NNS
Rhode,NNP
Immigration,NNP
Naturalization,NNP
stowaway,NN
Fairfield,NNP
92%-owned,JJ
101.7,CD
39.5,CD
26.875,CD
solid-waste,NN
hazardous-waste,NN
378.1,CD
283.8,CD
reinstituting,VBG
indifferent,JJ
raged,VBD
seige,NN
re-establishing,VBG
140-point,JJ
penetrated,VBN
circumvent,VB
ceased,VBD
11th-biggest,JJ
fifth-biggest,JJ
preparing,VBG
adroit,JJ
diplomat,NN
solidly,RB
factions,NNS
heck,NN
constituents,NNS
representation,NN
splintered,JJ
constituency,NN
convincing,JJ
relishes,VBZ
mimic,VB
fleeing,VBG
intelligently,RB
revisions,NNS
geared,VBN
stressful,JJ
fine-tuning,NN
persists,VBZ
formulates,VBZ
Glucksman,NNP
pro-active,JJ
hunky-dory,JJ
Craig,NNP
Torres,NNP
MINIMUM-WAGE,NN
PLAN,NN
teen-agers,NNS
reviving,VBG
coolly,RB
gloom,NN
Leading,VBG
looms,VBZ
Health-insurance,NN
pleading,VBG
reversing,VBG
Miniscribe,NNP
disk-drive,NN
1205.01,CD
219.19,CD
3426.33,CD
129.63,CD
129.84,CD
0.0075,CD
seesaw,JJ
strategist,NN
tempo,NN
1.8410,CD
142.70,CD
1.5775,CD
1.5825,CD
sharpest,JJS
pave,VB
0.65,CD
tapped,VBN
treasurers,NNS
pinpoint,VB
trough,NN
triggering,VBG
drill,VB
Ednee,NNP
arrives,VBZ
7\/32,CD
7.904,CD
Short-term,JJ
bond-equivalent,JJ
scaled-backed,JJ
floating,VBG
Interbank,NNP
Offered,NNP
Carmichael,NNP
contemplated,VBN
526.3,CD
stricter,JJR
convenants,NNS
Underwriters,NNS
18\/32,CD
9.333,CD
20\/32,CD
11-class,JJ
29.583,CD
oversold,VBN
lists,NNS
calendar,NN
lightening,VBG
tunnel,NN
municipals,NNS
813,CD
absorption,NN
overwhelm,VB
tax-exempt,JJ
reoffered,VBN
Schlesinger,NNP
interpreted,VBN
99.35,CD
7.09,CD
0.025,CD
97.275,CD
7.445,CD
95.90,CD
awaited,VBD
10.14,CD
21\/32,CD
12.95,CD
Schuster,NNP
Prentice,NNP
Hall,NNP
electronically,RB
delivers,VBZ
Rosenfeld,NNP
Reference,NNP
Corporation,NNP
governing,VBG
Standards,NNP
Governmental,NNP
FASB,NNP
entities,NNS
12-2,RB
supercede,VBP
GASB,NNP
superceded,VBD
depreciation,NN
bond-rating,JJ
for-profit,JJ
financial-report,JJ
comparability,NN
profit-making,JJ
Avery,NNP
Uniroyal,NNP
intends,VBZ
Middlebury,NNP
burdened,VBN
93.75,CD
734.2,CD
"2,600",CD
Peltz,NNP
Triangle,NNP
Pechiney,NNP
handsomely,RB
non-packaging,JJ
Clarcor,NNP
filtration,NN
inadequately,RB
stock-purchase,JJ
one-half,JJ
Willam,NNP
Sugarman-led,JJ
anti-monopoly,JJ
Eight,CD
Newmark,NNP
commenced,VBD
consumer-electronics,JJ
discount-retailing,NN
allgedly,RB
47-store,JJ
volumes,NNS
substantiate,VB
Wary,JJ
shelters,NNS
gold-mining,NN
golds,NNS
glance,NN
strange,JJ
bedfellows,NNS
thrive,VBP
disinflation,NN
havens,NNS
breath,NN
firmer,JJR
Sass,NNP
aftershocks,NNS
reverberating,VBG
stomachs,NNS
Beyond,IN
creeping,VBG
idling,VBG
fever,NN
cart,NN
chewed,VBD
rescue,NN
flounder,VB
recessions,NNS
PepsiCo,NNP
cheap,JJ
defensiveness,NN
Granville,NNP
explode,VB
flamboyant,JJ
seer,NN
Anyone,NN
lows,NNS
493,CD
Stovall,NNP
Stovall\/Twenty-First,NNP
muffler,NN
dragger,NN
FPL,NNP
Progress,NNP
TECO,NNP
favorites,NNS
Barrick,NNP
Echo,NNP
Mines,NNP
Coeur,NNP
d'Alene,NNP
emphasizes,VBZ
price-earnings,JJ
ratios,NNS
puny,JJ
restricted,VBN
hops,VBZ
425,CD
Abby,NNP
bunch,NN
Entergy,NNP
likes,VBZ
Mountain,NNP
Newmont,NNP
ceases,VBZ
amaze,VB
trivialize,VB
Gain,NN
Driving,VBG
ozone,NN
negligible,JJ
shortsighted,JJ
birth,NN
mutations,NNS
solar,JJ
radiation,NN
unacceptable,JJ
penny-wise,JJ
pound-foolish,JJ
Crises,NNS
doubtful,JJ
Pomton,NNP
Reservoirs,NNP
tristate,JJ
riddled,JJ
toxic,JJ
PCBs,NNS
doomsayer,NN
ploy,NN
mankind,NN
symbiotic,JJ
Kuiper,NNP
freezer,NN
manifestations,NNS
Rowland-Molina,NNP
chlorofluorocarbons,NNS
depletion,NN
earth,NN
Montreal,NNP
Protocol,NNP
Scotto,NNP
11-year,JJ
UV-B,NN
flora,NNS
fauna,NNS
measurements,NNS
verified,VBN
Russians,NNPS
Max,NNP
Planck,NNP
unchanging,JJ
validity,NN
hence,RB
Earth,NNP
greeted,VBN
derision,NN
mumbled,VBN
discredited,VBN
amazement,NN
credible,JJ
ironically,RB
HCFCs,NNS
CFCs,NNP
CFC,NNP
substitution,NN
Subsequently,NNP
UVB,NN
underground,JJ
EPA,NNP
ozonedepletion,NN
intellectually,RB
honest,JJ
stratospheric,JJ
discovery,NN
Antarctica,NNP
ground-based,JJ
high-altitude,JJ
experiments,NNS
concentrations,NNS
Graedel,NNP
Crutzen,NNP
chemistry,NN
Chemistry,NNP
Mainz,NNP
CFC-11,NN
CFC-12,NN
culprits,NNS
quotes,NNS
Teagan,NNP
invokes,VBZ
atmospheric,JJ
expertise,NN
chemist,NN
insulting,JJ
demeaning,JJ
Solving,VBG
Fine,NNP
Coburn,NNP
Publisher,NN
Global,NNP
Change,NNP
MiniScribe,NNP
Rifenburgh,NNP
Longmont,NNP
out-of-court,JJ
603,CD
one-inch,JJ
thinner,JJR
80-megabyte,JJ
120-megabyte,JJ
announcements,NNS
questioning,VBG
wait-and-see,JJ
Vellante,NNP
delisting,NN
detailing,VBG
1.9375,CD
Rafferty,NNP
outlines,VBZ
shipment,NN
defective,JJ
forgeries,NNS
auditors,NNS
Coopers,NNP
Lybrand,NNP
flags,NNS
restatement,NN
Ornstein,NNP
Guide,NNP
Should,MD
overlooked,VBD
flaws,NNS
shortcomings,NNS
fast-moving,JJ
axiom,NN
Ethicist,NN
Josephson,NNP
Journalism,NNP
operative,JJ
definition,NN
newsworthiness,NN
unrestrained,JJ
intimate,JJ
relevancy,NN
knowing,VBG
fascinated,VBN
gossip,NN
voyeurism,NN
angles,NNS
inclusion,NN
sexual,JJ
vivid,JJ
gruesome,JJ
arouse,VB
underwriting,NN
underwrite,VB
challenged,VBN
approvals,NNS
separating,VBG
Treasurys,NNPS
BT,NNP
placements,NNS
Bonnie,NNP
Stedt,NNP
Travel,NNP
human-resources,NNS
56-year-old,JJ
workday,NN
Sinyard,NNP
cycling,NN
bike,NN
Specialized,NNP
Bicycle,NNP
desks,NNS
pedaled,VBN
fervor,NN
fat-tired,JJ
bikes,NNS
mass-producing,VBG
bicycles,NNS
mountain-bike,NN
entrepreneurial,JJ
Schwinn,NNP
